#name,strength,airport,city,country,description,type,latitude,longitude
The Ritz-Carlton St. Louis,,STL,,US,Ritz-Carlton,Luxury Hotel,,
Exclusive rural retreats attracting high-net-worth individuals,,STR,,DE,,Elite residential,,
Solage,,STS,,US,Auberge Resorts,Luxury Hotel,,
Stanly Ranch,,STS,,US,Auberge Resorts,Luxury Hotel,,
Four Seasons NAPA VALLEY,,STS,,US,Four Seasons,Luxury Hotel,,
Rancho Caymus Inn,,STS,,US,MICHELIN Key,Luxury Hotel,,
Meadowood Napa Valley,,STS,,US,MICHELIN Three Key Hotel,Luxury Hotel,,
 Milliken Creek,,STS,,US,MICHELIN Two Key Hotel,Luxury Hotel,,
Montage Healdsburg,,STS,,US,Montage,Luxury Hotel,,
Alila Napa Valley,,STS,Santa Rosa,US,,Luxury Hotel,,
Andaz Napa,,STS,Santa Rosa,US,,Luxury Hotel,,
Charlotte Amalie,,STT,,VI,,Elite residential,,
The Ritz-Carlton St. Thomas,,STT,,VI,Ritz-Carlton,Luxury Hotel,,
Gallows Bay,,STX,St. Croix,VI,,Elite residential,,
JW Marriott Hotel Surabaya,,SUB,,ID,JW Marriott,Luxury Hotel,,
Shangri-La Hotel Surabaya,,SUB,Surabaya,ID,,Luxury Hotel,-7.2456,112.7389
Ketchum,,SUN,,US,,Elite residential,,
Sun Valley,,SUN,,US,,Elite residential,,
Kremlin,,SVO,,RU,,Elite Destination,,
Patriarshiye Ponds,,SVO,Moscow,RU,Trendy neighborhood with upscale restaurants and designer boutiques,Elite residential,,
Lotte Hotel,,SVO,,,,Luxury Hotel,,
Hotel Alfonso XIII,,SVQ,,ES,Luxury Collection Hotels,Luxury Hotel,,
Magdalena Plaza Sevilla,,SVQ,Seville,es,Radisson Collection Hotel,Luxury Hotel,37.39085,5.99705172
Rio de Janeiro,,SW1,,BR,,Elite residential,,
La Samanna,,SXM,,MF,,Elite residential,,
La Samanna,,SXM,,SX,,Elite residential,,
JW Marriott St. Maarten Beach Resort & Spa,,SXM,,SX,JW Marriott,Luxury Hotel,,
Belmond La Samanna,,SXM,St. Martin,SX,,Luxury Hotel,,
Riverfront Srinagar & Spa,,SXR,srinagar,in,Radisson Collection Hotel,Luxury Hotel,34.0689735,74.8195
Darling Point,2,SYD,Sydney,AU,,Elite residential,,
Double Bay,,SYD,Sydney,AU,,Elite residential,,
Elizabeth Bay,,SYD,Sydney,AU,,Elite residential,,
Vaucluse,,SYD,Sydney,AU,,Elite residential,,
Four Seasons SYDNEY,,SYD,Sydney,AU,Four Seasons,Luxury Hotel,,
Park Hyatt Sydney,,SYD,New South Wales,AU,Posh harbourside hotel across from the Sydney Opera House,Luxury Hotel,,
Hilton Sydney,,SYD,New South Wales,AU,Upscale lodging offering a brasserie,Luxury Hotel,,
Blue Lagoon Beach Resort,,SYD,New South Wales,AU,,Luxury Hotel,,
NRMA Darlington Beach Holiday Resort,,SYD,New South Wales,AU,,Luxury Hotel,,
Waldorf Astoria Sydney,,SYD,Sydney,AU,,Luxury Hotel,,
Shangri-La Hotel,,SYD,,AU,,Luxury Hotel,,
Sanya,,SYX,Sanya,CN,,Elite residential,,
Sanya EDITION,,SYX,Sanya,CN,EDITION,Luxury Hotel,,
Hainan Island,,SYX,Sanya,CN,Exclusive tropical paradise with luxury beach resorts,Luxury Hotel,,
JW Marriott Hotel Sanya Dadonghai Bay,,SYX,Sanya,CN,JW Marriott,Luxury Hotel,,
JW Marriott Sanya Haitang Bay Resort & Spa,,SYX,Sanya,CN,JW Marriott,Luxury Hotel,,
Mandarin Oriental Sanya,,SYX,Sanya,CN,Mandarin Oriental,Luxury Hotel,,
The Ritz-Carlton Sanya Yalong Bay,,SYX,Sanya,CN,Ritz-Carlton,Luxury Hotel,,
Rosewood Sanya,,SYX,Sanya,CN,Rosewood Hotel,Luxury Hotel,,
The St. Regis Sanya Yalong Bay Resort,,SYX,Sanya,CN,St. Regis,Luxury Hotel,,
Waldorf Astoria Sanya,,SYX,Sanya,CN,,Luxury Hotel,,
Park Hyatt Sanya Sunny Bay Resort,,SYX,Sanya,CN,,Luxury Hotel,,
Banyan Tree Sanya,,SYX,Sanya,CN,,Luxury Hotel,,
Raffles Hainan Clear Water Bay,,SYX,Sanya,CN,,Luxury Hotel,,
Shangri-La Sanya,,SYX,Sanya,CN,,Luxury Hotel,18.2528,109.5119
Hotel Goldener Hirsch,,SZG,,AT,Luxury Collection Hotels,Luxury Hotel,,
Hotel Sacher Salzburg,,SZG,,,,Luxury Hotel,,
Kitzbühel,,SZG,,AT,,Ski Resort,,
Sunshine City,,SZX,Shenzhen,CN,,Elite residential,,
Four Seasons SHENZHEN,,SZX,Shenzhen,CN,Four Seasons,Luxury Hotel,,
JW Marriott Hotel Shenzhen,,SZX,Shenzhen,CN,JW Marriott,Luxury Hotel,,
JW Marriott Hotel Shenzhen Bao'an,,SZX,Shenzhen,CN,JW Marriott,Luxury Hotel,,
Mandarin Oriental Shenzhen,,SZX,Shenzhen,CN,Mandarin Oriental,Luxury Hotel,,
The Ritz-Carlton Shenzhen,,SZX,Shenzhen,CN,Ritz-Carlton,Luxury Hotel,,
The St. Regis Shenzhen,,SZX,Shenzhen,CN,St. Regis,Luxury Hotel,,
Conrad Shenzhen,,SZX,Shenzhen,CN,,Luxury Hotel,,
Andaz Shenzhen Bay,,SZX,Shenzhen,CN,,Luxury Hotel,,
Raffles Shenzhen,,SZX,Shenzhen,CN,,Luxury Hotel,,
Shangri-La Shenzhen,,SZX,Shenzhen,CN,,Luxury Hotel,22.545833,114.086111
JEN Shenzhen Qianhai by Shangri-La,,SZX,Shenzhen,CN,,Luxury Hotel,22.5431,114.0579
Shangri-La Nanshan,,SZX,Shenzhen,CN,,Luxury Hotel,22.5431,114.0579
Rosewood Pamalican,,TAG,,PH,Rosewood Hotel,Luxury Hotel,,
The St. Regis Qingdao,,TAO,,CN,St. Regis,Luxury Hotel,,
Shangri-La Qingdao,,TAO,Qingdao,CN,,Luxury Hotel,36.0671,120.3826
Tashkent,,TAS,,UZ,,Elite residential,,
Paragraph Freedom Square,,TBS,,GE,Luxury Collection Hotels,Luxury Hotel,,
Tsinandali Estate,,TBS,tsinandali,ge,Radisson Collection Hotel,Luxury Hotel,41.894146,45.5649
The Lost Stone Villas & Spa,,TCZ,,CN,,Luxury Hotel,,
Banyan Tree Tengchong,,TCZ,Tengchong,CN,,Luxury Hotel,,
Element 52,,TEX,,US,Auberge Resorts,Luxury Hotel,,
Madeline Hotel and Residences,,TEX,,US,Auberge Resorts,Luxury Hotel,,
Telluride,,TEX,,US,,Ski Resort,,
The Ritz-Carlton Tenerife Abama,,TFS,,ES,Ritz-Carlton,Luxury Hotel,,
JW Marriott Hotel Chengdu,,TFU,,CN,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Chengdu,,TFU,,CN,Ritz-Carlton,Luxury Hotel,,
Six Senses CHINA,,TFU,,CN,Six Senses Resorts,Luxury Hotel,,
The St. Regis Chengdu,,TFU,,CN,St. Regis,Luxury Hotel,,
Waldorf Astoria Chengdu,,TFU,Chengdu,CN,,Luxury Hotel,,
Rosewood Sveti Stefan,,TGD,,ME,Rosewood Hotel,Luxury Hotel,,
Morina Tirana,,TIA,tirana,al,Radisson Collection Hotel,Luxury Hotel,41.3038979,19.81751
Aman Sveti Stefan,,TIV,,ME,Aman resorts,Luxury Hotel,,
Tivat,,TIV,,ME,One&Only,Luxury Hotel,,
Regent Porto Montenegro,,TIV,,ME,,Luxury Hotel,,
The Chedi Luštica Bay,,TIV,,ME,,Luxury Hotel,,
Tallinn Radisson,,TLL,Tallinn,ee,Radisson Collection Hotel,Luxury Hotel,59.4337959,24.7576847
La Reserve Ramatuelle,,TLN,Saint-Tropez,FR,Three Michelin keys,Luxury Hotel,,
Airelles Saint-Tropez Château de la Messardière,,TLN,Saint-Tropez,FR,Two Michelin keys,Luxury Hotel,,
Toulon,,TLN,,FR,,Elite residential,,
Tel Aviv,,TLV,,IL,,Elite residential,,
The Jaffa,,TLV,,IL,Luxury Collection Hotels,Luxury Hotel,,
The Ritz-Carlton Herzliya,,TLV,,IL,Ritz-Carlton,Luxury Hotel,,
Six Senses ISRAEL,,TLV,,IL,Six Senses Resorts,Luxury Hotel,,
Waldorf Astoria Jerusalem,,TLV,Tel Aviv,IL,,Luxury Hotel,,
King David Hotel,,TLV,,,,Luxury Hotel,,
Shangri-La Jinan,,TNA,Jinan,CN,,Luxury Hotel,36.6667,117
The St. Regis La Bahia Blanca Resort,,TNG,,MA,St. Regis,Luxury Hotel,,
Waldorf Astoria Tanger,,TNG,Tangier,MA,,Luxury Hotel,,
Banyan Tree Tamouda Bay,,TNG,Tangier,MA,,Luxury Hotel,,
Banyan Tree Bintan,,TNJ,Tanjung Pinang,ID,,Luxury Hotel,,
Antarctica,,TNM,,AQ,,Adventure Tourism,,
Antarctica helicopter tour,,TNM,,AQ,,Adventure Tourism,,
Grand Hyatt,,TPA,,,,Luxury Hotel,,
The Tampa EDITION,,TPA,,US,EDITION,Luxury Hotel,,
JW Marriott Tampa Water Street,,TPA,,US,JW Marriott,Luxury Hotel,,
Palihouse Hyde Park Village,,TPA,,US,,Luxury Hotel,,
Xinyi,,TPE,,TW,,Elite residential,,
HOSHINOYA Guguan,,TPE,,TW,HOSHINOYA,Luxury Hotel,,
Mandarin Oriental Taipei,,TPE,,TW,Mandarin Oriental,Luxury Hotel,,
Casa Chablé ,,TQO,,,,Luxury Hotel,,
Cosme,,TRC,,MX,Luxury Collection Hotels,Luxury Hotel,,
Britannia Hotel,,TRD,,,,Luxury Hotel,,
Courmeyer,,TRN,,IT,Exclusive ski resort town in the Italian Alps offering high-end chalets,Elite residential,,
Laqua Vineyard — Hotel & Spa,,TSF,Venice,IT,,Luxury Hotel,,
Shangri-La Tianjin,,TSN,Tianjin,CN,,Luxury Hotel,39.1467,117.2008
Four Seasons TIANJIN,,TSN,,CN,Four Seasons,Luxury Hotel,,
The Ritz-Carlton Tianjin,,TSN,,CN,Ritz-Carlton,Luxury Hotel,,
The St. Regis Tianjin,,TSN,,CN,St. Regis,Luxury Hotel,,
Conrad Tianjin,,TSN,Tianjin,CN,,Luxury Hotel,,
United Nations,,TSS,,US,,Elite Residential,,
5th Ave,,TSS,,US,,Elite Residential,,
Four Seasons TUNIS,,TUN,,TN,Four Seasons,Luxury Hotel,,
JW Marriott Tucson Starr Pass Resort & Spa,,TUS,,US,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Dove Mountain,,TUS,,US,Ritz-Carlton,Luxury Hotel,,
Miraval Arizona Resort and Spa,,TUS,,US,,Luxury Hotel,,
Shangri-La Tangshan,,TVS,Tangshan,CN,,Luxury Hotel,39.6333,118.1833
JW Marriott Hotel Taiyuan,,TYN,,CN,JW Marriott,Luxury Hotel,,
Blackberry Farm Tennessee,,TYS,,US,,Luxury Hotel,,
The Oberoi Udaivilas,,UDR,,IN,The Oberoi,Luxury Hotel,,
Raffles Udaipur,,UDR,Udaipur,IN,,Luxury Hotel,,
Taj Lake Palace,,UDR,Udaipur,IN,,Luxury Hotel,24.5718,73.6815
JW Marriott Quito,,UIO,,EC,JW Marriott,Luxury Hotel,,
Banyan Tree Al Ula,,ULH,Al Ula,SA,,Luxury Hotel,,
Conrad Urumqi,,URC,Urumqi,CN,,Luxury Hotel,,
Ushuaia,,USH,,AR,The southernmost city in the world attracting affluent travelers with its luxury wilderness lodges,Adventure Tourism,,
Ushuaia,,USH,,AR,,Elite residential,,
Arakur Ushuaia Resort & Spa,,USH,,,,Luxury Hotel,,
Four Seasons KOH SAMUI,,USM,,TH,Four Seasons,Luxury Hotel,,
Vana Belle,,USM,,TH,Luxury Collection Hotels,Luxury Hotel,,
The Ritz-Carlton Koh Samui,,USM,,TH,Ritz-Carlton,Luxury Hotel,,
Six Senses THAILAND,,USM,,TH,Six Senses Resorts,Luxury Hotel,,
Napasai,,USM,,TH,,Luxury Hotel,,
Conrad Koh Samui,,USM,Ko Samui,TH,,Luxury Hotel,,
Belmond Napasai,,USM,Ko Samui,TH,,Luxury Hotel,,
Andaz Pattaya Jomtien Beach,,UTP,Pattaya,TH,,Luxury Hotel,,
Vieux Fort,,UVF,,LC,,Elite residential,,
Secrets Sunny Beach Resort & Spa,,VAR,,BG,,Luxury Hotel,,
Aman Venice,,VCE,,IT,Aman resorts,Luxury Hotel,,
JW Marriott Venice Resort & Spa,,VCE,,IT,JW Marriott,Luxury Hotel,,
The Gritti Palace,,VCE,,IT,Luxury Collection Hotels,Luxury Hotel,,
Palazzo Nani Venice,,VCE,Venice,IT,Radisson Collection Hotel,Luxury Hotel,45.444397,12.324501
Rosewood Venice,,VCE,,IT,Rosewood Hotel,Luxury Hotel,,
The St. Regis Venice,,VCE,,IT,St. Regis,Luxury Hotel,,
Hotel Cipriani,,VCE,Venice,IT,Belmond,Luxury Hotel,,
Corte di Gabriela,,VCE,,IT,,Luxury Hotel,,
Nolinski Venezia,,VCE,,IT,Evok Collection,Luxury Hotel,,
Hotel Londra Palace,,VCE,,IT,,Luxury Hotel,,
Il Palazzo Experimental,,VCE,,IT,,Luxury Hotel,,
Nolinski Venezia,,VCE,,IT,,Luxury Hotel,,
Fasano Boa Vista,,VCP,,BR,,Luxury Hotel,,
Victoria Falls & Okavango Delta,,VFA,,BW,,Adventure Tourism,,
The Victoria Falls Hotel,,VFA,,ZW,,Luxury Hotel,,
Hotel Bristol,,VIE,,AT,Luxury Collection Hotels,Luxury Hotel,,
Hotel Imperial,,VIE,,AT,Luxury Collection Hotels,Luxury Hotel,,
The Ritz-Carlton Vienna,,VIE,,AT,Ritz-Carlton,Luxury Hotel,,
Rosewood Vienna,,VIE,,AT,Rosewood Hotel,Luxury Hotel,,
Andaz Vienna Am Belvedere,,VIE,Vienna,AT,,Luxury Hotel,,
Park Hyatt Vienna,,VIE,Vienna,AT,,Luxury Hotel,,
Virgin Gorda,,VIJ,,VG,,Luxury Hotel,,
Hotel Marqués de Riscal,,VIT,,AR,Luxury Collection Hotels,Luxury Hotel,,
Astorija Vilnius Hotel,,VNO,Vilnius,lt,Radisson Collection,Luxury Hotel,54.67729,25.28736
Mahua Kothi A Taj Safari,,VNS,Varanasi,IN,,Luxury Hotel,24.3333,83
Grand Hotel Savoia Cortina d’Ampezzo,,VRN,Cortina d'Ampezzo,it,Radisson Collection Hotel,Luxury Hotel,46.5352936,12.1407871
Grand Hotel a Villa Feltrinelli,,VRN,Verona,IT,,Luxury Hotel,,
Lefay Resort & SPA Lago di Garda,,VRN,Verona,IT,,Luxury Hotel,,
Hotel Bristol,,WAW,,PL,Luxury Collection Hotels,Luxury Hotel,,
Warsaw,,WAW,Warsaw,pl,Radisson Collection Hotel,Luxury Hotel,52.2367134,20.9987087
Raffles Europejski Warsaw,,WAW,Warsaw,PL,,Luxury Hotel,,
Namib Desert,,WDH,,NA,,Adventure Tourism,,
South Island,,WKA,,NZ,Hike majestic mountains and cruise through stunning fjords with exclusive lodges offering personalized service and breathtaking scenery.,Adventure Tourism,,
Shangri-La Wenzhou,,WNZ,Wenzhou,CN,,Luxury Hotel,28.0167,120.65
Shangri-La Wuhan,,WUH,Wuhan,CN,,Luxury Hotel,30.597222,114.303333
Shangri-La Yuanqu,,WUX,Suzhou,CN,,Luxury Hotel,31.3269,120.6511
Four Seasons SUZHOU,,WUX,,CN,Four Seasons,Luxury Hotel,,
Wuxi,,WUX,Wuxi,cn,Radisson Collection Hotel,Luxury Hotel,31.59677,120.367249
Park Hyatt Suzhou,,WUX,Shanghai,CN,,Luxury Hotel,,
Alila Taihu Suzhou,,WUX,,CN,,Luxury Hotel,,
Namib Desert,,WVB,,NA,Witness iconic sand dunes and unique desert landscapes with luxury lodges offering private stargazing and wildlife viewing.,Adventure Tourism,,
Shangri-La Xi'an,,XIY,Xi'an,CN,,Luxury Hotel,34.266667,108.95
JW Marriott Hotel Xi'an,,XIY,,CN,JW Marriott,Luxury Hotel,,
JW Marriott Hotel Xi'an Southwest,,XIY,,CN,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Xi'an,,XIY,,CN,Ritz-Carlton,Luxury Hotel,,
Sofitel Legend Peoples Grand Hotel Xian,,XIY,Xi'an,CN,,Luxury Hotel,34.2633,108.9481
Shangri-La Xiamen,,XMN,Xiamen,CN,,Luxury Hotel,24.442222,118.080556
Waldorf Astoria Xiamen,,XMN,Xiamen,CN,,Luxury Hotel,,
Conrad Xiamen,,XMN,Xiamen,CN,,Luxury Hotel,,
Andaz Xiamen,,XMN,Xiamen,CN,,Luxury Hotel,,
Noosa Heads,,XSC,Sunshine Coast,AU,,Elite residential,,
JW Marriott Edmonton ICE District,,YEG,,CA,JW Marriott,Luxury Hotel,,
Fairmont Jasper Park Lodge,,YEG,Edmonton,CA,,Luxury Hotel,52.876,-118.081
Westdale,,YHM,,CA,Affluent community with stately homes,Elite residential,,
Shangri-La Yinchuan,,YIH,Yinchuan,CN,,Luxury Hotel,38.483333,106.283333
Shangri-La Yiwu,,YIW,Yiwu,CN,,Luxury Hotel,29.3086,120.0764
Andaz Ottawa ByWard Market,,YOW,Ottawa,CA,,Luxury Hotel,,
Fairmont Le Château Montebello,,YOW,Ottawa,CA,,Luxury Hotel,45.6311,-75.6359
JW Marriott The Rosseau Muskoka Resort & Spa,,YQA,,CA,JW Marriott,Luxury Hotel,,
Fairmont Le Manoir Richelieu,,YQB,Quebec City,CA,,Luxury Hotel,47.6188,-70.1859
Shangri-La Yangzhou,,YTY,Yangzhou,CN,,Luxury Hotel,32.3911,119.4153
Canadian GP,,YUL,,,Formula One race held at the Circuit Gilles Villeneuve,Elite Destination,45.50056,-73.5225
Westmount,,YUL,,CA,,Elite residential,,
Four Seasons MONTREAL,,YUL,,CA,Four Seasons,Luxury Hotel,,
The Ritz-Carlton Montreal,,YUL,,CA,Ritz-Carlton,Luxury Hotel,,
Fairmont Tremblant,,YUL,Montreal,CA,,Luxury Hotel,46.1978,-74.586
Fairmont The Queen Elizabeth,,YUL,Montreal,CA,,Luxury Hotel,45.5031,-73.5697
The TED Conference,,YVR,,CA,Annual gathering of innovators,Elite Destination,,
Shaughnessy,,YVR,Vancouver,CA,Historic neighborhood known for its grand mansions,Elite residential,,
West Vancouver,,YVR,Vancouver,CA,,Elite residential,,
JW Marriott Parq Vancouver,,YVR,,CA,JW Marriott,Luxury Hotel,,
Rosewood Vancouver,,YVR,,CA,Rosewood Hotel,Luxury Hotel,,
Fairmont Pacific Rim,,YVR,Vancouver,CA,,Luxury Hotel,49.2827,-123.1193
Fairmont Hotel Vancouver,,YVR,Vancouver,CA,,Luxury Hotel,49.2871,-123.1161
University of British Columbia,,YVR,,CA,,University,,
Fairmont Winnipeg,,YWG,Winnipeg,CA,,Luxury Hotel,49.8951,-97.2451
Banff National Park,,YYC,,CA,,Adventure Tourism,,
Fairmont Banff Springs,,YYC,Calgary,CA,,Luxury Hotel,51.1681,-115.5709
Fairmont Chateau Lake Louise,,YYC,Calgary,CA,,Luxury Hotel,51.4227,-116.2288
Fairmont Palliser,,YYC,Calgary,CA,,Luxury Hotel,51.0451,-114.0717
Fairmont Empress,,YYJ,Victoria,CA,,Luxury Hotel,48.4273,-123.3656
Downtown Toronto,,YYZ,Toronto,CA,,Elite residential,,
Rosedale,,YYZ,Toronto,CA,,Elite residential,,
Four Seasons TORONTO,,YYZ,Toronto,CA,Four Seasons,Luxury Hotel,,
The Ritz-Carlton Toronto,,YYZ,Toronto,CA,Ritz-Carlton,Luxury Hotel,,
The St. Regis Toronto,,YYZ,Toronto,CA,St. Regis,Luxury Hotel,,
University of Toronto,,YYZ,Toronto,CA,,University,,
Torre del Marques Hotel Spa & Winery,,ZAZ,Zaragoza,ES,,Luxury Hotel,,
THOMPSON ZIHUATANEJO,,ZIH,,MX,,Luxury Hotel,,
Park Hyatt Zanzibar,,ZNZ,Zanzibar,TZ,,Luxury Hotel,,
Fiordland National Park,,ZQN,,NZ,,Adventure Tourism,,
Rosewood Closeburn,,ZQN,,NZ,Rosewood Hotel,Luxury Hotel,,
Blanket Bay,,ZQN,Otago,NZ,,Luxury Hotel,,
The Davos Forum,,ZRH,Zurich,CH,Elite gathering of global leaders,Elite Destination,,
World Economic Forum,2,ZRH,,CH,,Elite Destination,,
Gstaad,,ZRH,Zurich,CH,,Elite residential,,
Zurich,,ZRH,Zurich,CH,,Elite residential,,
Mandarin Oriental Lucerne,,ZRH,Zurich,CH,Mandarin Oriental,Luxury Hotel,,
Mandarin Oriental Luzern,,ZRH,Zurich,CH,Mandarin Oriental,Luxury Hotel,,
Baur au Lac,,ZRH,,CH,,Luxury Hotel,,
The St. Regis Zhuhai,,ZUH,,CN,St. Regis,Luxury Hotel,,
